0.338177 0.825905 0.456404 0.200166 0.178517 0.000000 1.000000 (1 , 1)  Correct
0.467285 0.204685 0.107918 0.674617 0.637093 0.000000 1.000000 (1 , 1)  Correct
0.090925 0.327632 0.532411 0.452857 0.064686 0.000000 1.000000 (1 , 1)  Correct
0.214927 0.079189 0.392730 0.335064 0.494797 0.000000 1.000000 (1 , 1)  Correct
0.324883 0.944950 0.664059 0.953185 0.678013 1.000000 0.000000 (0 , 0)  Correct
0.872962 0.149693 0.256642 0.521537 0.595560 0.000000 1.000000 (1 , 1)  Correct
0.851209 0.036088 0.322929 0.996746 0.377133 1.000000 0.000000 (0 , 0)  Correct
0.651804 0.116513 0.054065 0.733548 0.680289 1.000000 0.000000 (0 , 0)  Correct
0.077222 0.306374 0.019215 0.218801 0.612274 0.000000 1.000000 (1 , 1)  Correct
0.930486 0.771952 0.298619 0.227698 0.072732 0.000000 1.000000 (1 , 1)  Correct
0.765163 0.184348 0.028491 0.286909 0.218102 0.000000 1.000000 (1 , 1)  Correct
0.410684 0.910729 0.457703 0.047586 0.626939 0.000000 1.000000 (1 , 1)  Correct
0.436506 0.322771 0.626244 0.007344 0.034094 0.000000 1.000000 (1 , 1)  Correct
0.554055 0.869192 0.789497 0.485490 0.125414 1.000000 0.000000 (0 , 0)  Correct
0.888229 0.198935 0.414013 0.561248 0.978880 0.000000 1.000000 (1 , 1)  Correct
0.132854 0.478514 0.388403 0.679337 0.688485 1.000000 0.000000 (0 , 0)  Correct
0.487124 0.261950 0.963183 0.237087 0.365904 0.000000 1.000000 (1 , 1)  Correct
0.897768 0.972286 0.219374 0.367786 0.461475 0.000000 1.000000 (1 , 1)  Correct
0.767296 0.058864 0.314287 0.707578 0.985720 1.000000 0.000000 (0 , 0)  Correct
0.989526 0.837570 0.411549 0.251227 0.076656 1.000000 0.000000 (1 , 0)  Wrong  
0.549739 0.289696 0.324053 0.908509 0.628947 1.000000 0.000000 (0 , 0)  Correct
0.696991 0.694357 0.160276 0.569413 0.012797 1.000000 0.000000 (0 , 0)  Correct
0.028230 0.523841 0.598988 0.803539 0.693576 1.000000 0.000000 (0 , 0)  Correct
0.236815 0.556184 0.410026 0.935484 0.397428 1.000000 0.000000 (0 , 0)  Correct
0.970740 0.160943 0.974448 0.899556 0.717006 1.000000 0.000000 (0 , 0)  Correct
0.584096 0.459046 0.796585 0.103964 0.551526 0.000000 1.000000 (1 , 1)  Correct
0.884055 0.630365 0.165370 0.543574 0.251726 1.000000 0.000000 (0 , 0)  Correct
0.645165 0.982383 0.887108 0.529944 0.842991 0.000000 1.000000 (0 , 1)  Wrong  
0.505857 0.357366 0.583988 0.802045 0.136181 1.000000 0.000000 (0 , 0)  Correct
0.376384 0.652360 0.823663 0.605262 0.998147 1.000000 0.000000 (0 , 0)  Correct
0.987198 0.550056 0.393836 0.340599 0.311186 0.000000 1.000000 (1 , 1)  Correct
0.288098 0.025456 0.583533 0.869881 0.378433 1.000000 0.000000 (0 , 0)  Correct
0.106336 0.265357 0.869894 0.833103 1.109057 1.000000 0.000000 (0 , 0)  Correct
0.567109 0.123407 0.055900 0.422507 0.022386 0.000000 1.000000 (1 , 1)  Correct
0.448874 0.300428 0.117735 0.136004 0.285535 0.000000 1.000000 (1 , 1)  Correct
0.002199 0.433670 0.672973 0.745308 0.965534 1.000000 0.000000 (0 , 0)  Correct
0.364868 0.206250 0.581194 0.754377 0.332867 0.000000 1.000000 (0 , 1)  Wrong  
0.286006 0.711163 0.619444 0.913233 1.059363 1.000000 0.000000 (0 , 0)  Correct
0.308545 0.729749 0.729767 0.591987 0.391098 1.000000 0.000000 (0 , 0)  Correct
0.066150 0.025532 0.099033 0.982564 0.639725 1.000000 0.000000 (0 , 0)  Correct
0.202791 0.635263 0.613169 0.389950 0.460893 1.000000 0.000000 (0 , 0)  Correct
0.632205 0.237303 0.285335 0.560991 0.615778 0.000000 1.000000 (1 , 1)  Correct
0.858026 0.631695 0.622715 0.480420 0.707890 1.000000 0.000000 (0 , 0)  Correct
0.085367 0.914009 0.916065 0.617881 0.389082 1.000000 0.000000 (0 , 0)  Correct
0.838720 0.858329 0.270519 0.554753 0.612407 1.000000 0.000000 (0 , 0)  Correct
0.406732 0.238941 0.824764 0.836180 0.843671 1.000000 0.000000 (0 , 0)  Correct
0.901796 0.609168 0.288438 0.238099 0.116465 0.000000 1.000000 (1 , 1)  Correct
0.843266 0.740927 0.059850 0.767963 0.162830 1.000000 0.000000 (0 , 0)  Correct
0.681206 0.121709 0.758477 0.036051 0.031694 0.000000 1.000000 (1 , 1)  Correct
0.683156 0.428204 0.332620 0.722712 0.880340 0.000000 1.000000 (0 , 1)  Wrong  
0.411660 0.005769 0.519056 0.253314 0.416885 1.000000 0.000000 (1 , 0)  Wrong  
0.992554 0.400371 0.468480 0.682943 0.980100 1.000000 0.000000 (0 , 0)  Correct
0.237713 0.733789 0.127063 0.209667 0.396808 1.000000 0.000000 (1 , 0)  Wrong  
0.156132 0.853163 0.648254 0.841731 1.002030 1.000000 0.000000 (0 , 0)  Correct
0.079791 0.924963 0.449189 0.015227 0.504894 0.000000 1.000000 (1 , 1)  Correct
0.842579 0.259754 0.223261 0.608514 0.877353 0.000000 1.000000 (1 , 1)  Correct
0.717664 0.629990 0.820090 0.597816 0.149600 1.000000 0.000000 (0 , 0)  Correct
0.028260 0.754841 0.212672 0.024637 0.292481 0.000000 1.000000 (1 , 1)  Correct
0.217483 0.675206 0.021240 0.771632 1.054690 1.000000 0.000000 (0 , 0)  Correct
0.392176 0.473371 0.598885 0.791320 0.713559 1.000000 0.000000 (0 , 0)  Correct
0.587868 0.244233 0.270900 0.704212 0.642217 0.000000 1.000000 (0 , 1)  Wrong  
0.826267 0.810104 0.719310 0.894430 0.371678 1.000000 0.000000 (0 , 0)  Correct
0.103156 0.921061 0.033591 0.718955 0.335315 1.000000 0.000000 (0 , 0)  Correct
0.256144 0.509347 0.584615 0.624453 0.582881 1.000000 0.000000 (0 , 0)  Correct
0.290997 0.007892 0.986478 0.639552 0.250202 1.000000 0.000000 (0 , 0)  Correct
0.943737 0.232586 0.603413 0.241242 0.337718 0.000000 1.000000 (1 , 1)  Correct
0.147726 0.071143 0.705361 0.348128 0.640020 0.000000 1.000000 (1 , 1)  Correct
0.532129 0.176527 0.654083 0.151503 0.441200 0.000000 1.000000 (1 , 1)  Correct
0.878585 0.242865 0.940542 0.506441 0.451605 0.000000 1.000000 (1 , 1)  Correct
0.384334 0.614788 0.935340 0.121976 0.442364 0.000000 1.000000 (1 , 1)  Correct
0.895765 0.012768 0.546135 0.443806 0.763518 1.000000 0.000000 (1 , 0)  Wrong  
0.387213 0.531446 0.177368 0.227551 0.310896 0.000000 1.000000 (1 , 1)  Correct
0.778285 0.299370 0.432927 0.080515 0.730502 0.000000 1.000000 (1 , 1)  Correct
0.782276 0.996024 0.178712 0.097308 0.059135 0.000000 1.000000 (1 , 1)  Correct
0.799850 0.301190 0.042614 0.359731 0.517319 0.000000 1.000000 (1 , 1)  Correct
0.212115 0.359645 0.285602 0.949527 0.883000 1.000000 0.000000 (0 , 0)  Correct
0.476651 0.585387 0.970425 0.762690 0.754068 1.000000 0.000000 (0 , 0)  Correct
0.750874 0.803530 0.624696 0.972049 0.902249 1.000000 0.000000 (0 , 0)  Correct
0.021143 0.273338 0.908091 0.513828 0.063514 0.000000 1.000000 (1 , 1)  Correct
0.596246 0.249466 0.471342 0.468904 0.001359 0.000000 1.000000 (1 , 1)  Correct
0.249377 0.425847 0.347799 0.318303 0.709454 0.000000 1.000000 (1 , 1)  Correct
0.921643 0.216921 0.649318 0.253656 0.825902 0.000000 1.000000 (1 , 1)  Correct
0.003662 0.029941 0.653462 0.635484 0.299195 1.000000 0.000000 (0 , 0)  Correct
0.746749 0.733516 0.495392 0.368844 0.341397 1.000000 0.000000 (0 , 0)  Correct
0.075145 0.181688 0.343527 0.039259 0.145949 0.000000 1.000000 (1 , 1)  Correct
0.742000 0.065375 0.506600 0.082996 0.222501 0.000000 1.000000 (1 , 1)  Correct
0.832358 0.406531 0.959846 0.567298 0.890285 0.000000 1.000000 (1 , 1)  Correct
0.112814 0.653602 0.993604 0.001458 0.690509 0.000000 1.000000 (1 , 1)  Correct
0.176248 0.848654 0.487725 0.510989 0.375373 1.000000 0.000000 (0 , 0)  Correct
0.213738 0.005857 0.729102 0.838269 0.278584 1.000000 0.000000 (0 , 0)  Correct
0.125328 0.884174 0.278268 0.249521 0.299849 0.000000 1.000000 (1 , 1)  Correct
0.793017 0.479430 0.219048 0.709780 0.639252 1.000000 0.000000 (0 , 0)  Correct
0.703671 0.609820 0.895566 0.187648 0.759240 1.000000 0.000000 (1 , 0)  Wrong  
0.486291 0.810425 0.358287 0.963379 0.986515 1.000000 0.000000 (0 , 0)  Correct
0.840404 0.892436 0.639073 0.209930 0.034478 0.000000 1.000000 (1 , 1)  Correct
0.415685 0.815341 0.137227 0.181896 0.782564 0.000000 1.000000 (1 , 1)  Correct
0.647217 0.077308 0.493164 0.692496 0.236188 1.000000 0.000000 (0 , 0)  Correct
0.021412 0.178988 0.963204 0.392155 0.672487 0.000000 1.000000 (1 , 1)  Correct
0.595693 0.495086 0.250294 0.764864 0.889728 1.000000 0.000000 (0 , 0)  Correct
0.276786 0.741940 0.803777 0.457357 0.820756 1.000000 0.000000 (0 , 0)  Correct
0.454574 0.495838 0.005841 0.829998 0.658597 1.000000 0.000000 (0 , 0)  Correct
0.748751 0.009930 0.676282 0.107559 0.695128 0.000000 1.000000 (1 , 1)  Correct
0.847248 0.401119 0.712668 0.982459 1.141967 1.000000 0.000000 (0 , 0)  Correct
0.234327 0.901797 0.463686 0.142826 0.276174 0.000000 1.000000 (1 , 1)  Correct
0.899678 0.906016 0.741982 0.108191 0.279469 0.000000 1.000000 (1 , 1)  Correct
0.040169 0.822508 0.006945 0.239484 0.302199 0.000000 1.000000 (1 , 1)  Correct
0.484138 0.176176 0.691596 0.362616 0.779652 0.000000 1.000000 (1 , 1)  Correct
0.063255 0.384460 0.595551 0.976610 0.905633 1.000000 0.000000 (0 , 0)  Correct
0.383773 0.327887 0.499774 0.415303 0.103525 0.000000 1.000000 (1 , 1)  Correct
0.465761 0.235812 0.099894 0.547761 0.863739 0.000000 1.000000 (1 , 1)  Correct
0.275826 0.782143 0.217406 0.153390 0.011729 0.000000 1.000000 (1 , 1)  Correct
0.640620 0.198242 0.810216 0.267588 0.103940 0.000000 1.000000 (1 , 1)  Correct
0.658754 0.362462 0.806371 0.064076 0.212481 0.000000 1.000000 (1 , 1)  Correct
0.312501 0.516489 0.563804 0.243200 0.763729 0.000000 1.000000 (1 , 1)  Correct
0.786209 0.435777 0.584218 0.490446 0.476398 0.000000 1.000000 (1 , 1)  Correct
0.191617 0.151891 0.302307 0.073587 0.651557 0.000000 1.000000 (1 , 1)  Correct
0.050600 0.593216 0.341126 0.141527 0.720502 0.000000 1.000000 (1 , 1)  Correct
0.007667 0.916372 0.298372 0.028176 0.392211 0.000000 1.000000 (1 , 1)  Correct
0.484337 0.701107 0.701162 0.995393 0.217301 1.000000 0.000000 (0 , 0)  Correct
0.516871 0.536144 0.240117 0.200887 0.772390 0.000000 1.000000 (1 , 1)  Correct
0.134945 0.591243 0.457492 0.098490 0.156113 0.000000 1.000000 (1 , 1)  Correct
0.187964 0.176852 0.561488 0.915773 0.297693 1.000000 0.000000 (0 , 0)  Correct
0.536591 0.784070 0.413268 0.796289 0.478877 1.000000 0.000000 (0 , 0)  Correct
0.610787 0.539207 0.473634 0.755204 0.112091 1.000000 0.000000 (0 , 0)  Correct
0.091877 0.715397 0.788150 0.723175 0.915901 1.000000 0.000000 (0 , 0)  Correct
0.564764 0.923618 0.483119 0.596722 0.045982 1.000000 0.000000 (0 , 0)  Correct
0.323034 0.193168 0.620237 0.330038 0.004276 0.000000 1.000000 (1 , 1)  Correct
0.297108 0.664846 0.398823 0.225457 0.485512 1.000000 0.000000 (1 , 0)  Wrong  
0.275188 0.879700 0.231969 0.277138 0.089167 0.000000 1.000000 (1 , 1)  Correct
0.799843 0.798984 0.221759 0.965623 0.330983 1.000000 0.000000 (0 , 0)  Correct
0.905799 0.088142 0.931021 0.464245 0.214292 0.000000 1.000000 (1 , 1)  Correct
0.678111 0.781178 0.559270 0.478894 0.074511 1.000000 0.000000 (0 , 0)  Correct
0.024226 0.980880 0.240112 0.297427 0.622124 0.000000 1.000000 (1 , 1)  Correct
0.458672 0.027759 0.828175 0.394880 0.845792 0.000000 1.000000 (1 , 1)  Correct
0.225746 0.544081 0.571341 0.930156 0.382020 1.000000 0.000000 (0 , 0)  Correct
0.827204 0.413648 0.771373 0.598802 0.422542 1.000000 0.000000 (1 , 0)  Wrong  
0.256859 0.190778 0.944231 0.763235 0.116226 1.000000 0.000000 (0 , 0)  Correct
0.539313 0.666852 0.670469 0.039910 0.639098 0.000000 1.000000 (1 , 1)  Correct
0.642482 0.134391 0.458160 0.774587 0.866920 1.000000 0.000000 (0 , 0)  Correct
0.306502 0.592262 0.916978 0.444761 0.555669 1.000000 0.000000 (0 , 0)  Correct
0.244619 0.526364 0.834711 0.462765 0.328720 0.000000 1.000000 (0 , 1)  Wrong  
0.141412 0.344084 0.488111 0.843923 0.936029 1.000000 0.000000 (0 , 0)  Correct
0.016641 0.705813 0.072265 0.539333 0.845815 1.000000 0.000000 (0 , 0)  Correct
0.070233 0.496559 0.140482 0.795376 0.139531 1.000000 0.000000 (0 , 0)  Correct
0.173165 0.411345 0.963639 0.076017 0.104274 0.000000 1.000000 (1 , 1)  Correct
0.237940 0.036759 0.975866 0.164077 0.070508 0.000000 1.000000 (1 , 1)  Correct
0.902318 0.416390 0.151499 0.930979 0.221919 1.000000 0.000000 (0 , 0)  Correct
0.022818 0.736143 0.105898 0.853394 0.847041 1.000000 0.000000 (0 , 0)  Correct
0.954292 0.427630 0.748543 0.219268 0.146212 0.000000 1.000000 (1 , 1)  Correct
0.276525 0.989635 0.633221 0.063841 0.153400 0.000000 1.000000 (1 , 1)  Correct
0.874233 0.902840 0.891859 0.575938 0.226642 1.000000 0.000000 (0 , 0)  Correct
0.859118 0.296916 0.059512 0.473885 0.869999 0.000000 1.000000 (1 , 1)  Correct
