0.354948 0.102456 0.646273 0.619171 0.256423 1.000000 0.000000 (0 , 0)  Correct
0.005684 0.743726 0.030113 0.915381 0.344537 1.000000 0.000000 (0 , 0)  Correct
0.968821 0.988042 0.496454 0.023124 0.441815 0.000000 1.000000 (1 , 1)  Correct
0.200126 0.806672 0.968835 0.261469 0.320716 1.000000 0.000000 (0 , 0)  Correct
0.636911 0.952411 0.279028 0.400346 0.179688 0.000000 1.000000 (1 , 1)  Correct
0.818477 0.398400 0.904400 0.391737 0.508092 0.000000 1.000000 (1 , 1)  Correct
0.113044 0.679671 0.297517 0.505131 0.094686 1.000000 0.000000 (0 , 0)  Correct
0.157749 0.709071 0.563558 0.100502 0.091396 0.000000 1.000000 (1 , 1)  Correct
0.388978 0.108943 0.409800 0.620721 0.028857 0.000000 1.000000 (0 , 1)  Wrong  
0.830171 0.843128 0.281544 0.101138 0.134070 0.000000 1.000000 (1 , 1)  Correct
0.030812 0.512907 0.193988 0.389567 0.096876 0.000000 1.000000 (1 , 1)  Correct
0.092262 0.158099 0.764755 0.657606 0.173463 0.000000 1.000000 (0 , 1)  Wrong  
0.690870 0.342956 0.767888 0.476605 0.836220 0.000000 1.000000 (1 , 1)  Correct
0.405074 0.768444 0.086908 0.041179 0.092899 0.000000 1.000000 (1 , 1)  Correct
0.976712 0.200332 0.706257 0.862397 0.616424 1.000000 0.000000 (0 , 0)  Correct
0.877672 0.198814 0.058727 0.734240 0.336578 0.000000 1.000000 (0 , 1)  Wrong  
0.054970 0.542601 0.365470 0.813052 1.023417 1.000000 0.000000 (0 , 0)  Correct
0.529979 0.421097 0.580015 0.553022 0.825040 0.000000 1.000000 (1 , 1)  Correct
0.615801 0.984865 0.372558 0.823758 0.346625 1.000000 0.000000 (0 , 0)  Correct
0.298938 0.759634 0.079517 0.111172 0.142890 0.000000 1.000000 (1 , 1)  Correct
0.622333 0.305073 0.394142 0.082841 0.144150 0.000000 1.000000 (1 , 1)  Correct
0.352585 0.398969 0.109237 0.296006 0.556729 1.000000 0.000000 (1 , 0)  Wrong  
0.342879 0.512806 0.021168 0.253192 0.554214 0.000000 1.000000 (1 , 1)  Correct
0.132854 0.478514 0.388403 0.679337 0.688485 1.000000 0.000000 (0 , 0)  Correct
0.033972 0.590913 0.654052 0.617963 0.674319 1.000000 0.000000 (0 , 0)  Correct
0.979613 0.008502 0.917801 0.034752 0.596593 0.000000 1.000000 (1 , 1)  Correct
0.812532 0.769381 0.113033 0.887386 0.419578 1.000000 0.000000 (0 , 0)  Correct
0.962441 0.091610 0.754489 0.383200 0.205465 0.000000 1.000000 (1 , 1)  Correct
0.439830 0.440797 0.976826 0.213606 0.076798 0.000000 1.000000 (1 , 1)  Correct
0.916672 0.184614 0.804645 0.238781 0.500096 0.000000 1.000000 (1 , 1)  Correct
