0.666667 0.416667 0.711864 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.333333 0.166667 0.457627 0.375000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.500000 0.416667 0.661017 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.555556 0.208333 0.677966 0.750000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.722222 0.458333 0.745763 0.833333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.416667 0.333333 0.694915 0.958333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.583333 0.500000 0.593220 0.583333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.805556 0.500000 0.847458 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.388889 0.750000 0.118644 0.083333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.555556 0.541667 0.627119 0.625000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.944444 0.333333 0.966102 0.791667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.138889 0.416667 0.067797 0.083333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.472222 0.291667 0.694915 0.625000 0.000000 1.000000 0.000000 (2 , 1)  Wrong  
0.250000 0.625000 0.084746 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.388889 0.208333 0.677966 0.791667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.250000 0.583333 0.067797 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.277778 0.708333 0.084746 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.194444 0.625000 0.050847 0.083333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.694444 0.500000 0.830508 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.333333 0.250000 0.576271 0.458333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.388889 1.000000 0.084746 0.125000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.388889 0.375000 0.542373 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.361111 0.416667 0.525424 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.416667 0.291667 0.525424 0.375000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.416667 0.250000 0.508475 0.458333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.083333 0.666667 0.000000 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.166667 0.166667 0.389831 0.375000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.583333 0.291667 0.728814 0.750000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.305556 0.708333 0.084746 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.444444 0.500000 0.644068 0.708333 0.000000 1.000000 0.000000 (2 , 1)  Wrong  
0.583333 0.333333 0.779661 0.833333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.416667 0.291667 0.694915 0.750000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.472222 0.083333 0.677966 0.583333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.666667 0.458333 0.576271 0.541667 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.722222 0.500000 0.796610 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.583333 0.333333 0.779661 0.875000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.472222 0.375000 0.593220 0.583333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.722222 0.458333 0.694915 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.527778 0.333333 0.644068 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.472222 0.416667 0.644068 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.111111 0.500000 0.050847 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.027778 0.375000 0.067797 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.722222 0.458333 0.661017 0.583333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.583333 0.458333 0.762712 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.194444 0.583333 0.101695 0.125000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.194444 0.541667 0.067797 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.305556 0.416667 0.593220 0.583333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.305556 0.791667 0.050847 0.125000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.500000 0.250000 0.779661 0.541667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.944444 0.416667 0.864407 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
