0.250000 0.875000 0.084746 0.000000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.388889 0.416667 0.542373 0.458333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.500000 0.416667 0.610169 0.541667 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.222222 0.625000 0.067797 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.666667 0.541667 0.796610 1.000000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.333333 0.125000 0.508475 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.555556 0.583333 0.779661 0.958333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.944444 0.750000 0.966102 0.875000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.111111 0.500000 0.101695 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.694444 0.416667 0.762712 0.833333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.138889 0.458333 0.101695 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.694444 0.333333 0.644068 0.541667 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.194444 0.125000 0.389831 0.375000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.194444 0.416667 0.101695 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.555556 0.291667 0.661017 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.222222 0.208333 0.338983 0.416667 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.666667 0.458333 0.779661 0.958333 0.000000 0.000000 1.000000 (2 , 2)  Correct
1.000000 0.750000 0.915254 0.791667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.194444 0.666667 0.067797 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.027778 0.500000 0.050847 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.527778 0.083333 0.593220 0.583333 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.027778 0.416667 0.050847 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.194444 0.625000 0.101695 0.208333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.222222 0.708333 0.084746 0.125000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.638889 0.375000 0.610169 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.055556 0.125000 0.050847 0.083333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.361111 0.375000 0.440678 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.666667 0.208333 0.813559 0.708333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.166667 0.208333 0.593220 0.666667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.194444 0.583333 0.084746 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.250000 0.291667 0.491525 0.541667 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.194444 0.500000 0.033898 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.305556 0.583333 0.084746 0.125000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.750000 0.500000 0.627119 0.541667 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.222222 0.750000 0.101695 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.805556 0.416667 0.813559 0.625000 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.222222 0.583333 0.084746 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.500000 0.333333 0.508475 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.222222 0.625000 0.067797 0.083333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.944444 0.250000 1.000000 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.361111 0.291667 0.542373 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.138889 0.416667 0.067797 0.000000 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.583333 0.375000 0.559322 0.500000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.194444 0.000000 0.423729 0.375000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.222222 0.750000 0.084746 0.083333 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.083333 0.458333 0.084746 0.041667 1.000000 0.000000 0.000000 (0 , 0)  Correct
0.527778 0.583333 0.745763 0.916667 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.472222 0.083333 0.508475 0.375000 0.000000 1.000000 0.000000 (1 , 1)  Correct
0.916667 0.416667 0.949153 0.833333 0.000000 0.000000 1.000000 (2 , 2)  Correct
0.805556 0.666667 0.864407 1.000000 0.000000 0.000000 1.000000 (2 , 2)  Correct
